CODIGO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,REGION
07-01-0198-46,SOLOLA,SOLOLA,"INSTITUTO PRIVADO URBANO MIXTO ""SOLOL�""",6TA. AVENIDA 6-37 BARRIO EL CALVARIO ZONA 2,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,SUROCCIDENTE
07-01-0200-46,SOLOLA,SOLOLA,CENTRO EDUCATIVO DE FORMACI�N T�CNICA -CEFTEC-,"6 AVENIDA 13-60 ZONA 1, BARRIO EL CARMEN",DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,SUROCCIDENTE
07-01-0499-46,SOLOLA,SOLOLA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES,13 CALLE Y 5A AVE. ESQUINA ZONA 1,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-01-0500-46,SOLOLA,SOLOLA,ESCUELA NORMAL PRIVADA,13 CALLE FINAL ZONA 1 COLONIA MIRALINDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-01-0577-46,SOLOLA,SOLOLA,"COLEGIO ""INTEGRAL SOLOLATECO""","6TA. AVENIDA 6-37 ZONA 2, BARRIO EL CALVARIO",DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-01-0691-46,SOLOLA,SOLOLA,"COLEGIO PRIVADO URBANO PARA VARONES ""ATITL�N""",13 CALLE 03-19 ZONA 1 BARRIO EL CARMEN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-01-0693-46,SOLOLA,SOLOLA,"INSTITUTO DE CIENCIAS COMERCIALES POR COOPERATIVA RURAL MIXTO ""SAN JUAN BAUTISTA""",ALDEA SAN JUAN ARGUETA,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,BILINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-01-2483-46,SOLOLA,SOLOLA,ESCUELA EN CIENCIAS DE LA COMPUTACION,"3A. CALLE 1-30 ZONA 1, BARRIO SAN ANTONIO",DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,REGULAR,SUROCCIDENTE
07-01-2568-46,SOLOLA,SOLOLA,COLEGIO MONTE SION,6A. AVENIDA 8-07 ZONA 2 BARRIO EL CALVARIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-01-2687-46,SOLOLA,SOLOLA,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER),,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA,SUROCCIDENTE
07-01-2702-46,SOLOLA,SOLOLA,CENTRO EDUCATIVO COMUNITARIO MAYA' TIJOB'�L TZ'OLOJYA',"CASER�O CENTRAL, ALDEA EL TABL�N",DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-01-2737-46,SOLOLA,SOLOLA,ESCUELA DE FORMACION AGRICOLA,CASERIO MOLINO BEL�N,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,REGULAR,SUROCCIDENTE
07-01-2767-46,SOLOLA,SOLOLA,ESCUELA NORMAL DE EDUCACI�N F�SICA,"5TA. AVENIDA 2-28 ZONA 1, BARRIO SAN ANTONIO",DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,REGULAR,SUROCCIDENTE
07-01-2768-46,SOLOLA,SOLOLA,INSTITUTO TECNOLOGICO DE LA UNIVERSIDAD DEL VALLE DE GUATEMALA ALTIPLANO,"KM. 137, CASER�O XOLB� ALDEA EL TABL�N",DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,REGULAR,SUROCCIDENTE
07-01-2795-46,SOLOLA,SOLOLA,INSTITUTO EDUCATIVO TULAN,CASERIO SANTA MARIA ALDEA EL TABLON,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DOMINICAL,SUROCCIDENTE
07-01-2807-46,SOLOLA,SOLOLA,"LICEO MIXTO PRIVADO ""SOLOLA""",13 CALLE ENTRE 4 Y 5 CALLE ZONA 1 BARRIO EL CARMEN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-01-2837-46,SOLOLA,SOLOLA,ESCUELA PRIVADA DE CIENCIAS COMERCIALES,7A. AV. Y 11 CALLE ZONA 1,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,REGULAR,SUROCCIDENTE
07-02-0006-46,SOLOLA,SAN JOSE CHACAYA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"ZONA 0, SECTOR CENTRO",DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-03-0002-46,SOLOLA,SANTA MARIA VISITACION,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,SECTOR SUR,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-03-0008-46,SOLOLA,SANTA MARIA VISITACION,"""INSTITUTO T�CNICO CIENT�FICO INTERCULTURAL -ITECI-""",SANTA MAR�A VISITACI�N,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-03-0558-46,SOLOLA,SANTA MARIA VISITACION,INSTITUTO PRIVADO LA SALLE,.,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,REGULAR,SUROCCIDENTE
07-03-2928-46,SOLOLA,SANTA MARIA VISITACION,CENTRO EDUCATIVO COMUNITARIO INTERCULTURAL POR MADUREZ CECIM,EDIFICIO DEL INSTITUTO LA SALLE ENTRADA PRINCIPAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUROCCIDENTE
07-04-0008-46,SOLOLA,SANTA LUCIA UTATLAN,COLEGIO PRIVADO DR. JORGE ROMERO IMERY,"BARRIO ""EL ROSARIO""",DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-04-0009-46,SOLOLA,SANTA LUCIA UTATLAN,"INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADA ""CONOCIMIENTO Y VERDAD""",2DA. CALLE 1-12 ZONA 1,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-04-0023-46,SOLOLA,SANTA LUCIA UTATLAN,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,SANTA LUC�A UTATL�N,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-04-0038-46,SOLOLA,SANTA LUCIA UTATLAN,"INSTITUTO PRIVADO DE EDUCACI�N DIVERSIFICADA ""CONOCIMIENTO Y VERDAD""",2DA. CALLE 1-12 ZONA 1,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUROCCIDENTE
07-04-0041-46,SOLOLA,SANTA LUCIA UTATLAN,ESCUELA NORMAL REGIONAL DE OCCIDENTE,"PARCELAMIENTO EL MOLINO SAN PEDRO, CANTON CHUCHEXIC",DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-04-0042-46,SOLOLA,SANTA LUCIA UTATLAN,ESCUELA NORMAL REGIONAL DE OCCIDENTE,"CANT�N CHUCHEXIC, PARCELAMIENTO EL MOLINO SAN PEDRO",DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,REGULAR,SUROCCIDENTE
07-04-0091-46,SOLOLA,SANTA LUCIA UTATLAN,ESCUELA NORMAL REGIONAL DE OCCIDENTE,CANTON CHUCHEXIC PARCELAMIENTO EL MOLINO SAN PEDRO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,DOBLE,REGULAR,SUROCCIDENTE
07-04-2766-46,SOLOLA,SANTA LUCIA UTATLAN,ESCUELA NORMAL INFANTIL BILINGUE ADSCRITA A LA NORMAL REGIONAL DE OCCIDENTE ENRO,FINCA MOLINO SAN PEDRO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,DOBLE,REGULAR,SUROCCIDENTE
07-04-3030-46,SOLOLA,SANTA LUCIA UTATLAN,COLEGIO PRIVADO DR. JORGE ROMERO IMERY,"BARRIO ""EL ROSARIO""",DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-04-3031-46,SOLOLA,SANTA LUCIA UTATLAN,COLEGIO PRIVADO DR.JORGE ROMERO IMERY,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,SABATINO,SUROCCIDENTE
07-04-3085-46,SOLOLA,SANTA LUCIA UTATLAN,COLEGIO Q UMARKAJ,"PARAJE CRUZ B, CANT�N PAHAJ",DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-05-0053-46,SOLOLA,NAHUALA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,1RA. AVENIDA A-062 ZONA 3,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-05-0204-46,SOLOLA,NAHUALA,"INSTITUTO COMUNITARIO DE CIENCIAS COMERCIALES ""EL ALTIPLANO""",CASER�O CHUANAHUAL�,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-05-0208-46,SOLOLA,NAHUALA,INSTITUTO DE EDUCACI�N DIVERSIFICADA POR COOPERATIVA DE ENSE�ANZA,ALDEA PACHUTIQUIM,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-05-0210-46,SOLOLA,NAHUALA,"INSTITUTO MIXTO DE EDUCACI�N DIVERSIFICADA POR COOPERATIVA ""MAYA NA OJ""",CANT�N CHIQUIX,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-05-0271-46,SOLOLA,NAHUALA,"CENTRO EDUCATIVO ""SANTIAGO DE LA ASUNCI�N"" FE Y ALEGR�A NO. 51",CARRETERA PRINCIPAL ENTRADA A LA ALDEA XEJUYUP,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-05-2019-46,SOLOLA,NAHUALA,INSTITUTO MIXTO OXLAJUJ NOJ,CASER�O CHUANAHUAL�,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-05-2022-46,SOLOLA,NAHUALA,INSTITUTO COMUNITARIO DE CIENCIAS COMERCIALES EL ALTIPLANO,NAHUALA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-06-0036-46,SOLOLA,SANTA CATARINA IXTAHUACAN,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,BARRIO EL CALVARIO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-06-0038-46,SOLOLA,SANTA CATARINA IXTAHUACAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA GUINEALES,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-06-0084-46,SOLOLA,SANTA CATARINA IXTAHUACAN,"ESCUELA NACIONAL DE CIENCIAS COMERCIALES ""DR. JUAN JOS� AR�VALO BERMEJO""",ALDEA CHIRIJOX,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-06-0098-46,SOLOLA,SANTA CATARINA IXTAHUACAN,"INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA ""DON PASCUAL TAMBRIZ TZEP""",ALDEA LA CEIBA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-06-0099-46,SOLOLA,SANTA CATARINA IXTAHUACAN,INSTITUTO DIVERSIFICADO NORMAL MIXTO POR COOPERATIVA K'AK AQ'AB'AL,ANTIGUA SANTA CATARINA IXTAHUACAN,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-06-0101-46,SOLOLA,SANTA CATARINA IXTAHUACAN,"INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA ""DON PASCUAL TAMBRIZ TZEP""",ALDEA LA CEIBA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-06-0584-46,SOLOLA,SANTA CATARINA IXTAHUACAN,INSTITUTO COMUNITARIO PARAISO MAYA,BARRIO CALVARIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-07-0013-46,SOLOLA,SANTA CLARA LA LAGUNA,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,ESCUELA OFICIAL URBANA MIXTA NO. 2,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-07-0018-46,SOLOLA,SANTA CLARA LA LAGUNA,CENTRO EDUCATIVO COMUNITARIO (CEDCOM),"2A, AVENIDA 6-24 ZONA 1",DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-07-0022-46,SOLOLA,SANTA CLARA LA LAGUNA,CENTRO EDUCATIVO DE FORMACION INTEGRAL SANTA CLARA -CEFISAC-,BARRIO SAN ANTONIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUROCCIDENTE
07-07-0024-46,SOLOLA,SANTA CLARA LA LAGUNA,CENTRO EDUCATIVO DE FORMACION INTEGRAL SANTA CLARA -CEFISAC-,BARRIO SAN ANTONIO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DOMINICAL,SUROCCIDENTE
07-09-0008-46,SOLOLA,SAN ANDRES SEMETABAJ,CENTRO EDUCATIVO MAYA KIKOTEM,BARRIO TZANJUYU,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-09-0010-46,SOLOLA,SAN ANDRES SEMETABAJ,INED INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,BARRIO EL CENTRO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-09-0023-46,SOLOLA,SAN ANDRES SEMETABAJ,INSTITUTO MIXTO DE EDUCACI�N DIVERSIFICADA POR COOPERATIVA,ALDEA GOD�NEZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-09-0024-46,SOLOLA,SAN ANDRES SEMETABAJ,"ESCUELA NORMAL BILING�E PRIVADA MIXTA ""KIKOTEN""",BARRIO TZANJUY�,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,BILINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-09-0025-46,SOLOLA,SAN ANDRES SEMETABAJ,"ESCUELA NORMAL BILING�E PRIVADA MIXTA ""KIKOTEN""",BARRIO TZANJUY�,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-09-0570-46,SOLOLA,SAN ANDRES SEMETABAJ,"INSTITUTO INDIGENA ""NUESTRA SE�ORA DEL SOCORRO""",BARRIO EL CENTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,REGULAR,SUROCCIDENTE
07-09-2414-46,SOLOLA,SAN ANDRES SEMETABAJ,ESCUELA NORMAL BILINGUE PRIVADA 'KIKOTEN',BARRIO TZANJUYU,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,BILINGUE,INTERMEDIA,REGULAR,SUROCCIDENTE
07-10-0001-46,SOLOLA,PANAJACHEL,"LICEO EVANG�LICO ""EBEN-EZER""",0 CALLE 0-22 ZONA 1,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-10-0003-46,SOLOLA,PANAJACHEL,COLEGIO MIXTO JUAN PABLO II,CALLE DE LOS ARBOLES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-10-0007-46,SOLOLA,PANAJACHEL,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,0 AVENIDA 3-03 ZONA 4,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-10-0031-46,SOLOLA,PANAJACHEL,COLEGIO PRIVADO TECHNICIENCIA DEL LAGO,CALLE PRINCIPAL 0-72 ZONA 2,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,REGULAR,SUROCCIDENTE
07-10-0032-46,SOLOLA,PANAJACHEL,"LICEO EVANG�LICO ""EBEN-EZER""",0 CALLE 0-22 ZONA 1,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,REGULAR,SUROCCIDENTE
07-10-0035-46,SOLOLA,PANAJACHEL,LICEO DEL LAGO,"4TA. CALLE 3-68, ZONA 2",DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-10-0036-46,SOLOLA,PANAJACHEL,LICEO DEL LAGO,"4TA. CALLE 3-68, ZONA 2",DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-10-0037-46,SOLOLA,PANAJACHEL,PANAJACHEL COLEGIO INTERNACIONAL,2DA. AVENIDA (VP) 4-33 ZONA 1,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-10-0038-46,SOLOLA,PANAJACHEL,COLEGIO MIXTO LICEO PANAJACHEL,"CALLE PRINCIPAL FRENTE AL PARQUE MUNICIPAL, ZONA 01",DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUROCCIDENTE
07-10-0041-46,SOLOLA,PANAJACHEL,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,0 AVENIDA 3-03 ZONA 4,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,REGULAR,SUROCCIDENTE
07-10-0043-46,SOLOLA,PANAJACHEL,COLEGIO POR MADUREZ TIJAX,CALLE PRINCIPAL ZONA 1,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,SUROCCIDENTE
07-10-0701-46,SOLOLA,PANAJACHEL,COLEGIO SAN FRANCISCO,2A. AVENIDA (V.P.) 1-43 ZONA 1,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-10-2418-46,SOLOLA,PANAJACHEL,"LICEO URRUTIA CEEP, CENTRO EDUCATIVO EXPERIMENTAL Y PROFESIONAL",1A. CALLE 0-45 ZONA 1,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-10-2419-46,SOLOLA,PANAJACHEL,"LICEO URRUTIA CEEP, CENTRO EDUCATIVO EXPERIMENTAL Y PROFESIONAL",1A. CALLE 0-45 ZONA 1,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-10-2484-46,SOLOLA,PANAJACHEL,COLEGIO PRIVADO TECHNICIENCIA DEL LAGO,CALLE PRINCIPAL 0-72 ZONA 2,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-10-3037-46,SOLOLA,PANAJACHEL,COLEGIO MIXTO LICEO PANAJACHEL,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DOMINICAL,SUROCCIDENTE
07-10-3038-46,SOLOLA,PANAJACHEL,COLEGIO MIXTO JUAN PABLO II,CALLE DE LOS ARBOLES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-10-3075-46,SOLOLA,PANAJACHEL,COLEGIO ACADEMIA MULTICULTURAL ATITLAN,1A. AVENIDA 0-68 ZONA 2,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-10-3106-46,SOLOLA,PANAJACHEL,INSTITUTO COEDUCATIVO DIVERSIFICADO PRIVADO,BARRIO JUCANYA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,REGULAR,SUROCCIDENTE
07-12-0007-46,SOLOLA,SAN ANTONIO PALOPO,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA -INED-,ALDEA AGUA ESCONDIDA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-13-0016-46,SOLOLA,SAN LUCAS TOLIMAN,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,AVENIDA PAVAROTTI FINAL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-13-0027-46,SOLOLA,SAN LUCAS TOLIMAN,CENTRO DE ESTUDIOS AVANZADOS,3AV. 5-75 ZONA 1 CALZADA LA PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-13-0028-46,SOLOLA,SAN LUCAS TOLIMAN,CENTRO DE ESTUDIOS AVANZADOS,3AV. 5-75 ZONA 1 CALZADA LA PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
07-13-0029-46,SOLOLA,SAN LUCAS TOLIMAN,CENTRO DE ESTUDIOS AVANZADOS,3AV. 5-75 ZONA 1 CALZADA LA PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUROCCIDENTE
07-13-0037-46,SOLOLA,SAN LUCAS TOLIMAN,CENTRO EDUCATIVO SANTO DOMINGO,5TA. CALLE 6-79 ZONA 1,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,REGULAR,SUROCCIDENTE
07-13-0038-46,SOLOLA,SAN LUCAS TOLIMAN,CENTRO EDUCATIVO SANTO DOMINGO,5TA. CALLE 6-79 ZONA 1,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-13-0046-46,SOLOLA,SAN LUCAS TOLIMAN,INSTITUTO MIXTO DE EDUCACI�N DIVERSIFICADA POR COOPERATIVA,PARCELAMIENTO PAMPOJIL�,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-13-0331-46,SOLOLA,SAN LUCAS TOLIMAN,"ESCUELA NACIONAL DE CIENCIAS COMERCIALES ""CARLOTA RAPHAEL DE DIAZ""",5A. CALLE 5-65 ZONA 1,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-13-2708-46,SOLOLA,SAN LUCAS TOLIMAN,"COLEGIO ""INTEGRAL TOLIMAN""",7A. AVENIDA 1-58 ZONA 1,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-13-2799-46,SOLOLA,SAN LUCAS TOLIMAN,INSTITUTO EDUCATIVO TULAN,PARCELAMIENTO PAMPOJILA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DOMINICAL,SUROCCIDENTE
07-13-2869-46,SOLOLA,SAN LUCAS TOLIMAN,CENTRO EDUCATIVO SANTO DOMINGO,5TA. CALLE 6-79 ZONA 1,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUROCCIDENTE
07-15-0005-46,SOLOLA,SAN PABLO LA LAGUNA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,2DA. AVENIDA 4-60 ZONA 2,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-15-0012-46,SOLOLA,SAN PABLO LA LAGUNA,CENTRO EDUCATIVO COMUNITARIO DE FORMACI�N INTEGRAL SAN PABLO,3RA AVENIDA 1-68 ZONA 1,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUROCCIDENTE
07-16-0004-46,SOLOLA,SAN MARCOS LA LAGUNA,"INSTITUTO TECNOLOGICO COMUNITARIO MARQUENSE ""ITCOM""",SAN MARCOS LA LAGUNA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,REGULAR,SUROCCIDENTE
07-17-0012-46,SOLOLA,SAN JUAN LA LAGUNA,INSTITUTO NACIONAL DE EDUCACI�N DIVERSIFICADA,0 CALLE A CANT�N XE KAQASIIWAAN ZONA 1,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,REGULAR,SUROCCIDENTE
